run,dataset_name,num_points,time,jitter
5,adhd_sin,480,3.772514083015267,0.0017504270443710758
6,adhd_sin,480,3.7700493750162423,0.0017444172315345845
7,adhd_sin,480,3.772870667045936,0.0023454269276544314
8,adhd_sin,480,3.771565541974269,0.0017767400463982244
9,adhd_sin,480,3.7736470000236295,0.0019175388713774753
0,battleship_gaze,30,1.4893084169598296,0.00693307229369929
1,battleship_gaze,30,1.4866883330396377,0.006971615849800968
2,battleship_gaze,30,1.4892014999641106,0.007335498925584445
3,battleship_gaze,30,1.4889243749785237,0.007312351409854975
4,battleship_gaze,30,1.488301000033971,0.006413749916615747
5,battleship_gaze,30,1.485611375013832,0.006679268024920258
6,battleship_gaze,30,1.4862775420187972,0.007130126947663461
7,battleship_gaze,30,1.4893883329932578,0.007325037052373323
8,battleship_gaze,30,1.4897165829897858,0.007601312652572778
9,battleship_gaze,30,1.4883971249801107,0.007108071904560911
0,battleship_gaze,60,2.8872131669777445,0.0050952103934513715
1,battleship_gaze,60,2.887130375020206,0.005164305229859588
2,battleship_gaze,60,2.888104834011756,0.005509198762436732
3,battleship_gaze,60,2.889938833017368,0.0055513802336712445
4,battleship_gaze,60,2.8892100420198403,0.005349140789830539
5,battleship_gaze,60,2.888090332970023,0.005468326790845378
6,battleship_gaze,60,2.890225792012643,0.005252031212416484
7,battleship_gaze,60,2.890476792003028,0.005461800595254554
8,battleship_gaze,60,2.8851489579537883,0.005708997224509964
9,battleship_gaze,60,2.889797958021518,0.005434289389451315
0,battleship_gaze,120,5.723751457990147,0.00476592448577912
1,battleship_gaze,120,5.722864750016015,0.004515251625069149
2,battleship_gaze,120,5.7229701659525745,0.004582406014443509
3,battleship_gaze,120,5.723025291983504,0.004758585750623658
4,battleship_gaze,120,5.726133749994915,0.0046835704880791975
5,battleship_gaze,120,5.725609500019345,0.004600976773860557
6,battleship_gaze,120,5.726141875027679,0.0046375718061260635
7,battleship_gaze,120,5.723784792004153,0.004700812263321348
8,battleship_gaze,120,5.721979708003346,0.0045985372026278405
9,battleship_gaze,120,5.721188249997795,0.004941491466138284
0,battleship_gaze,240,11.387270249950234,0.0046778474184956875
1,battleship_gaze,240,11.390610875037964,0.0044617583398456175
2,battleship_gaze,240,11.388819832995068,0.00420541074564889
3,battleship_gaze,240,11.387432750023436,0.004443170519733716
4,battleship_gaze,240,11.385995499964338,0.004393763070592875
5,battleship_gaze,240,11.388735375017859,0.004414722561780495
6,battleship_gaze,240,11.390397707989905,0.0043731347990892625
7,battleship_gaze,240,11.38873570895521,0.004336045239594669
8,battleship_gaze,240,11.390020457969513,0.004549179278561907
9,battleship_gaze,240,11.39070970803732,0.004436621814006942
0,tdbrain,100,1.003994667029474,0.0015095526729178364
1,tdbrain,100,1.0040812080260366,0.0012714350103484613
2,tdbrain,100,1.0043944170465693,0.0013999189774107018
3,tdbrain,100,1.0033352909958921,0.0011804094590948373
4,tdbrain,100,1.0043259169906378,0.001460480302008113
5,tdbrain,100,1.004025166039355,0.0013218480802544255
6,tdbrain,100,1.0042108749621548,0.0015066544245744288
7,tdbrain,100,1.0020281659672037,0.001346498077052329
8,tdbrain,100,1.0036252499558032,0.0011497207853677458
9,tdbrain,100,1.0043785410234705,0.0012403636535408533
0,tdbrain,200,2.004811915976461,0.0014294986830032722
1,tdbrain,200,2.0043697499786504,0.0013024964583086187
2,tdbrain,200,2.0043545000371523,0.001158978253898186
3,tdbrain,200,2.0036698329495266,0.0012067521403098845
4,tdbrain,200,2.003325625031721,0.0011083898750389538
5,tdbrain,200,2.0042273339931853,0.0013257487686700658
6,tdbrain,200,2.003900666953996,0.0012928608440589298
7,tdbrain,200,2.0041740410379134,0.0013330116357086785
8,tdbrain,200,2.004490832972806,0.0011950216800512723
9,tdbrain,200,2.003783916006796,0.001413352087433058
0,tdbrain,400,4.004259416949935,0.0012227222583613714
1,tdbrain,400,4.004560207948089,0.0012515427384723326
2,tdbrain,400,4.0028949590050615,0.0012220422892467023
3,tdbrain,400,4.003818667028099,0.0014201410169311067
4,tdbrain,400,4.004870583012234,0.0013050736657845398
5,tdbrain,400,4.004335957986768,0.0012031372557015977
6,tdbrain,400,4.00394895899808,0.0013735260278034504
7,tdbrain,400,4.004200166033115,0.0012169869120797296
8,tdbrain,400,4.004196957976092,0.0013154399373875101
9,tdbrain,400,4.004351541982032,0.001331039359646583
0,tdbrain,800,8.004406375053804,0.0015508285882898677
1,tdbrain,800,8.003995375009254,0.0013130891717239785
2,tdbrain,800,8.004398374992888,0.0014627067034886686
3,tdbrain,800,8.004354249977041,0.0012659718319416877
4,tdbrain,800,8.00220495800022,0.0013647170302183962
5,tdbrain,800,8.0038378330064,0.0013708598821250014
6,tdbrain,800,8.003923541982658,0.001470374263772993
7,tdbrain,800,8.004230291990098,0.0012343331041355747
8,tdbrain,800,8.00430754199624,0.0018056205712144299
9,tdbrain,800,8.004995917028282,0.0013342865411668072
